study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median
Harder1988	outputs	21148	plasma	caffeine	cmax	µg/ml	2884			829.0	4.27	0.179	0.145			0.62						
Harder1988	outputs	21150	plasma	caffeine	thalf	h	2884			829.0	3.3	0.375	0.39399999999999996			1.3						
Harder1988	outputs	21152	plasma	caffeine	auc_inf	mg*h/l	2884			829.0	22.6	2.83	0.434			9.8						
Harder1988	outputs	21154	plasma	caffeine	tmax	h	2884			829.0	0.7	0.0866	0.429			0.3						
Harder1988	outputs	21156	plasma	caffeine	cmax	µg/ml	2884			829.0	3.9	0.20199999999999999	0.179			0.7						
Harder1988	outputs	21158	plasma	caffeine	clearance	l/h/kg	2884			829.0	0.166	0.0196	0.41			0.068						
Harder1988	outputs	21160	plasma	caffeine	clearance	l/h/kg	2884			829.0	0.159	0.0176	0.384			0.061						
Harder1988	outputs	21162	plasma	caffeine	clearance	l/h/kg	2884			829.0	0.168	0.0263	0.542			0.091						
Harder1988	outputs	21164	plasma	caffeine	clearance	l/h/kg	2884			829.0	0.14300000000000002	0.0156	0.37799999999999995			0.054						
Harder1988	outputs	21166	plasma	caffeine	clearance	l/h/kg	2884			829.0	0.17	0.024	0.488			0.083						
Harder1988	outputs	21168	plasma	caffeine	clearance	l/h/kg	2884			829.0	0.174	0.0211	0.42			0.073						
Harder1988	outputs	21170	plasma	caffeine	clearance	l/h/kg	2884			829.0	0.157	0.0173	0.382			0.06						
Harder1988	outputs	21172	plasma	caffeine	clearance	l/h/kg	2884			829.0	0.149	0.0196	0.456			0.068						
Harder1988	outputs	21174	plasma	paraxanthine	thalf	h	2884			829.0	3.0	0.34600000000000003	0.4			1.2						
Harder1988	outputs	21176	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	16.0	1.5	0.325			5.2						
Harder1988	outputs	21178	plasma	paraxanthine	tmax	h	2884			829.0	5.7	0.546	0.332			1.89						
Harder1988	outputs	21180	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.17	0.0635	0.188			0.22						
Harder1988	outputs	21182	plasma	paraxanthine	thalf	h	2884			829.0	2.8	0.375	0.46399999999999997			1.3						
Harder1988	outputs	21184	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	23.8	2.6	0.37799999999999995			9.0						
Harder1988	outputs	21186	plasma	paraxanthine	tmax	h	2884			829.0	4.7	0.606	0.447			2.1						
Harder1988	outputs	21188	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.56	0.13	0.28800000000000003			0.45						
Harder1988	outputs	21190	plasma	paraxanthine	thalf	h	2884			829.0	2.7	0.34600000000000003	0.444			1.2						
Harder1988	outputs	21192	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	22.0	1.93	0.305			6.7						
Harder1988	outputs	21194	plasma	paraxanthine	tmax	h	2884			829.0	4.8	0.635	0.45799999999999996			2.2						
Harder1988	outputs	21196	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.6	0.0924	0.2			0.32						
Harder1988	outputs	21198	plasma	paraxanthine	thalf	h	2884			829.0	2.6	0.40399999999999997	0.5379999999999999			1.4						
Harder1988	outputs	21200	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	26.6	2.17	0.282			7.5						
Harder1988	outputs	21202	plasma	paraxanthine	tmax	h	2884			829.0	5.7	0.8370000000000001	0.509			2.9						
Harder1988	outputs	21204	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.57	0.0953	0.21			0.33						
Harder1988	outputs	21206	plasma	paraxanthine	thalf	h	2884			829.0	3.0	0.289	0.33299999999999996			1.0						
Harder1988	outputs	21208	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	18.5	2.25	0.42200000000000004			7.8						
Harder1988	outputs	21210	plasma	paraxanthine	tmax	h	2884			829.0	5.3	0.8370000000000001	0.547			2.9						
Harder1988	outputs	21212	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.15	0.0548	0.165			0.19						
Harder1988	outputs	21214	plasma	paraxanthine	thalf	h	2884			829.0	2.6	0.26	0.34600000000000003			0.9						
Harder1988	outputs	21216	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	20.2	2.4	0.41100000000000003			8.3						
Harder1988	outputs	21218	plasma	paraxanthine	tmax	h	2884			829.0	4.3	0.40399999999999997	0.326			1.4						
Harder1988	outputs	21220	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.38	0.10099999999999999	0.254			0.35						
Harder1988	outputs	21222	plasma	paraxanthine	thalf	h	2884			829.0	2.6	0.34600000000000003	0.462			1.2						
Harder1988	outputs	21224	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	22.7	2.45	0.374			8.5						
Harder1988	outputs	21226	plasma	paraxanthine	tmax	h	2884			829.0	5.5	0.7509999999999999	0.473			2.6						
Harder1988	outputs	21228	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.57	0.0779	0.172			0.27						
Harder1988	outputs	21230	plasma	paraxanthine	thalf	h	2884			829.0	3.1	0.40399999999999997	0.452			1.4						
Harder1988	outputs	21232	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	21.9	1.67	0.265			5.8						
Harder1988	outputs	21234	plasma	paraxanthine	tmax	h	2884			829.0	5.3	0.7509999999999999	0.491			2.6						
Harder1988	outputs	21236	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.57	0.0866	0.191			0.3						
Harder1988	outputs	21238	plasma	paraxanthine	thalf	h	2884			829.0	2.7	0.318	0.40700000000000003			1.1						
Harder1988	outputs	21240	plasma	paraxanthine	auc_inf	mg*h/l	2884			829.0	22.6	2.83	0.434			9.8						
Harder1988	outputs	21242	plasma	paraxanthine	tmax	h	2884			829.0	5.15	0.447	0.301			1.55						
Harder1988	outputs	21244	plasma	paraxanthine	cmax	µg/ml	2884			829.0	1.23	0.0635	0.179			0.22						
Faber2004	outputs	20331	plasma	caffeine	clearance	l/h/kg	2860	1131.0	0.122													
Faber2004	outputs	20332	plasma	caffeine	clearance	l/h/kg	2860	1132.0	0.115													
Faber2004	outputs	20333	plasma	caffeine	clearance	l/h/kg	2860	1133.0	0.154													
Faber2004	outputs	20334	plasma	caffeine	clearance	l/h/kg	2860	1134.0	0.174													
Faber2004	outputs	20335	plasma	caffeine	clearance	l/h/kg	2860	1135.0	0.28													
Faber2004	outputs	20336	plasma	caffeine	clearance	l/h/kg	2860	1136.0	0.17600000000000002													
Faber2004	outputs	20337	plasma	caffeine	clearance	l/h/kg	2860	1137.0	0.0984													
Faber2004	outputs	20338	plasma	caffeine	clearance	l/h/kg	2860	1138.0	0.23													
Faber2004	outputs	20339	plasma	caffeine	clearance	l/h/kg	2860	1139.0	0.11													
Faber2004	outputs	20340	plasma	caffeine	clearance	l/h/kg	2860	1140.0	0.125													
Faber2004	outputs	20341	plasma	caffeine	clearance	l/h/kg	2860	1141.0	0.134													
Faber2004	outputs	20342	plasma	caffeine	clearance	l/h/kg	2860	1142.0	0.14300000000000002													
Faber2004	outputs	20343	plasma	caffeine	clearance	l/h/kg	2860	1143.0	0.0774													
Faber2004	outputs	20344	plasma	caffeine	clearance	l/h/kg	2860	1144.0	0.0828													
Faber2004	outputs	20345	plasma	caffeine	clearance	l/h/kg	2860	1145.0	0.11599999999999999													
Faber2004	outputs	20346	plasma	caffeine	clearance	l/h/kg	2860	1146.0	0.121													
Faber2004	outputs	20347	plasma	caffeine	clearance	l/h/kg	2860	1147.0	0.16699999999999998													
Faber2004	outputs	20348	plasma	caffeine	clearance	l/h/kg	2860	1148.0	0.115													
Faber2004	outputs	20349	plasma	caffeine	clearance	l/h/kg	2860	1149.0	0.069													
Faber2004	outputs	20350	plasma	caffeine	clearance	l/h/kg	2860	1150.0	0.13													
Faber2004	outputs	20351	plasma	caffeine	clearance	l/h/kg	2860	1151.0	0.075													
Faber2004	outputs	20352	plasma	caffeine	clearance	l/h/kg	2860	1152.0	0.0642													
Faber2004	outputs	20353	plasma	caffeine	clearance	l/h/kg	2860	1153.0	0.0558													
Faber2004	outputs	20354	plasma	caffeine	clearance	l/h/kg	2860	1154.0	0.0888													
Faber2004	outputs	20403	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20404	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20405	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20406	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20407	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20408	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20409	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20410	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20411	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20412	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20413	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20414	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20415	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20416	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20417	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20418	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20419	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20420	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20421	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20422	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20423	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20424	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20425	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20426	plasma	caffeine	clearance	l/h/kg	2860			814.0	0.155	0.0152	0.34			0.0528				0.28	0.0984	
Faber2004	outputs	20427	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20428	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20429	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20430	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20431	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20432	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20433	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20434	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20435	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20436	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20437	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20438	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20439	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20440	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20441	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20442	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20443	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20444	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20445	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20446	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20447	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20448	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20449	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Faber2004	outputs	20450	plasma	caffeine	clearance	l/h/kg	2860			815.0	0.0966	0.00953	0.342			0.033				0.16699999999999998	0.0558	
Carrillo2000a	outputs	19964	plasma	caffeine	cmax	µmol/l	2840			801.0	9.48	0.354	0.105			1.0						
Carrillo2000a	outputs	19965	plasma	caffeine	tmax	h	2840			801.0	1.12	0.106	0.268			0.3						
Carrillo2000a	outputs	19966	plasma	caffeine	thalf	h	2840			801.0	3.81	0.354	0.262			1.0						
Carrillo2000a	outputs	19967	plasma	caffeine	auc_inf	µmol*h/l	2840			801.0	65.1	7.07	0.307			20.0						
Carrillo2000a	outputs	19968	plasma	caffeine	clearance	l/h/kg	2840			801.0	0.11	0.0106	0.273			0.03						
Carrillo2000a	outputs	19969	plasma	caffeine	vd	l/kg	2840			801.0	0.55	0.0212	0.109			0.06						
Carrillo2000a	outputs	19970	plasma	paraxanthine/caffeine	ratio	-	2840			801.0	0.77	0.0707	0.26			0.2						
Carrillo2000a	outputs	19978	plasma	caffeine	cmax	µmol/l	2840			802.0	8.44	0.95	0.225			1.9						
Carrillo2000a	outputs	19979	plasma	caffeine	tmax	h	2840			802.0	1.0											
Carrillo2000a	outputs	19980	plasma	caffeine	thalf	h	2840			802.0	3.1	0.6	0.387			1.2						
Carrillo2000a	outputs	19981	plasma	caffeine	auc_inf	µmol*h/l	2840			802.0	48.6	12.5	0.514			25.0						
Carrillo2000a	outputs	19982	plasma	caffeine	clearance	l/h/kg	2840			802.0	0.16	0.05	0.625			0.1						
Carrillo2000a	outputs	19983	plasma	caffeine	vd	l/kg	2840			802.0	0.59	0.1	0.33899999999999997			0.2						
Carrillo2000a	outputs	19984	plasma	paraxanthine/caffeine	ratio	-	2840			802.0	0.98	0.05	0.102			0.1						
Carrillo2000a	outputs	19992	plasma	caffeine	cmax	µmol/l	2840			803.0	13.2	0.36700000000000005	0.0684			0.9						
Carrillo2000a	outputs	19993	plasma	caffeine	tmax	h	2840			803.0	1.17	0.163	0.342			0.4						
Carrillo2000a	outputs	19994	plasma	caffeine	thalf	h	2840			803.0	6.32	1.02	0.396			2.5						
Carrillo2000a	outputs	19995	plasma	caffeine	auc_inf	µmol*h/l	2840			803.0	136.0	22.5	0.405			55.0						
Carrillo2000a	outputs	19996	plasma	caffeine	clearance	l/h/kg	2840			803.0	0.06	0.0122	0.5			0.03						
Carrillo2000a	outputs	19997	plasma	caffeine	vd	l/kg	2840			803.0	0.53	0.0245	0.113			0.06						
Carrillo2000a	outputs	19998	plasma	paraxanthine/caffeine	ratio	-	2840			803.0	0.4	0.0816	0.5			0.2						
Carrillo2000a	outputs	20006	plasma	caffeine	cmax	µmol/l	2840			804.0	11.2	1.52	0.303			3.4						
Carrillo2000a	outputs	20007	plasma	caffeine	tmax	h	2840			804.0	1.0											
Carrillo2000a	outputs	20008	plasma	caffeine	thalf	h	2840			804.0	2.38	0.546	0.513			1.22						
Carrillo2000a	outputs	20009	plasma	caffeine	auc_inf	µmol*h/l	2840			804.0	49.9	11.6	0.521			26.0						
Carrillo2000a	outputs	20010	plasma	caffeine	clearance	l/h/kg	2840			804.0	0.23	0.0671	0.652			0.15						
Carrillo2000a	outputs	20011	plasma	caffeine	vd	l/kg	2840			804.0	0.61	0.0402	0.14800000000000002			0.09						
Carrillo2000a	outputs	20012	plasma	paraxanthine/caffeine	ratio	-	2840			804.0	1.17	0.313	0.598			0.7						
Carrillo2000a	outputs	20020	saliva	caffeine	cmax	µmol/l	2840			801.0	8.28	0.495	0.16899999999999998			1.4						
Carrillo2000a	outputs	20021	saliva	caffeine	tmax	h	2840			801.0	1.0											
Carrillo2000a	outputs	20022	saliva	caffeine	thalf	h	2840			801.0	5.1	0.53	0.294			1.5						
Carrillo2000a	outputs	20023	saliva	caffeine	auc_inf	µmol*h/l	2840			801.0	54.0	5.66	0.29600000000000004			16.0						
Carrillo2000a	outputs	20024	saliva	caffeine	clearance	l/h/kg	2840			801.0	0.12	0.0141	0.33299999999999996			0.04						
Carrillo2000a	outputs	20025	saliva	caffeine	vd	l/kg	2840			801.0	0.85	0.0354	0.11800000000000001			0.1						
Carrillo2000a	outputs	20026	saliva	paraxanthine/caffeine	ratio	-	2840			801.0	0.58	0.0354	0.172			0.1						
Carrillo2000a	outputs	20034	saliva	caffeine	cmax	µmol/l	2840			802.0	8.26	0.45	0.109			0.9						
Carrillo2000a	outputs	20035	saliva	caffeine	tmax	h	2840			802.0	1.0											
Carrillo2000a	outputs	20036	saliva	caffeine	thalf	h	2840			802.0	4.6	1.15	0.5			2.3						
Carrillo2000a	outputs	20037	saliva	caffeine	auc_inf	µmol*h/l	2840			802.0	44.0	9.0	0.409			18.0						
Carrillo2000a	outputs	20038	saliva	caffeine	clearance	l/h/kg	2840			802.0	0.16	0.04	0.5			0.08						
Carrillo2000a	outputs	20039	saliva	caffeine	vd	l/kg	2840			802.0	0.88	0.03	0.0682			0.06						
Carrillo2000a	outputs	20040	saliva	paraxanthine/caffeine	ratio	-	2840			802.0	0.76	0.15	0.395			0.3						
Carrillo2000a	outputs	20048	saliva	caffeine	cmax	µmol/l	2840			803.0	12.4	0.612	0.121			1.5						
Carrillo2000a	outputs	20049	saliva	caffeine	tmax	h	2840			803.0	1.0											
Carrillo2000a	outputs	20050	saliva	caffeine	thalf	h	2840			803.0	7.91	1.55	0.48			3.8						
Carrillo2000a	outputs	20051	saliva	caffeine	auc_inf	µmol*h/l	2840			803.0	134.0	36.7	0.6709999999999999			90.0						
Carrillo2000a	outputs	20052	saliva	caffeine	clearance	l/h/kg	2840			803.0	0.07	0.0122	0.429			0.03						
Carrillo2000a	outputs	20053	saliva	caffeine	vd	l/kg	2840			803.0	0.71	0.0327	0.113			0.08						
Carrillo2000a	outputs	20054	saliva	paraxanthine/caffeine	ratio	-	2840			803.0	0.36	0.0408	0.278			0.1						
Carrillo2000a	outputs	20062	saliva	caffeine	cmax	µmol/l	2840			804.0	10.9	0.9840000000000001	0.20199999999999999			2.2						
Carrillo2000a	outputs	20063	saliva	caffeine	tmax	h	2840			804.0	1.0											
Carrillo2000a	outputs	20064	saliva	caffeine	thalf	h	2840			804.0	3.3	0.76	0.515			1.7						
Carrillo2000a	outputs	20065	saliva	caffeine	auc_inf	µmol*h/l	2840			804.0	45.9	10.7	0.523			24.0						
Carrillo2000a	outputs	20066	saliva	caffeine	clearance	l/h/kg	2840			804.0	0.23	0.0447	0.435			0.1						
Carrillo2000a	outputs	20067	saliva	caffeine	vd	l/kg	2840			804.0	0.91	0.0447	0.11			0.1						
Carrillo2000a	outputs	20068	saliva	paraxanthine/caffeine	ratio	-	2840			804.0	1.03	0.179	0.38799999999999996			0.4						
Carbo1989	outputs	19555	urine	paraxanthine/caffeine	ratio	-	2834			797.0	4.77	1.17	0.601	h	24.0							
Carbo1989	outputs	19556	urine	theophylline/caffeine	ratio	-	2834			797.0	1.01	0.23	0.5579999999999999	h	24.0							
Carbo1989	outputs	19557	urine	theobromine/caffeine	ratio	-	2834			797.0	1.86	0.28	0.369	h	24.0							
Carbo1989	outputs	19558	urine	1X/theophylline	ratio	-	2834			797.0	8.42	2.35	0.684	h	24.0							
Carbo1989	outputs	19559	urine	1X/paraxanthine	ratio	-	2834			797.0	1.86	0.32	0.42100000000000004	h	24.0							
Carbo1989	outputs	19560	urine	1X/caffeine	ratio	-	2834			797.0	9.0	2.41	0.6559999999999999	h	24.0							
Akinyinka2000	outputs	17163	plasma	caffeine	cmax	µg/ml	2770			757.0	5.9	0.885	0.475			2.8						
Akinyinka2000	outputs	17164	plasma	caffeine	cmax	µg/ml	2770			758.0	4.9	0.569	0.36700000000000005			1.8						
Akinyinka2000	outputs	17165	plasma	caffeine	tmax	h	2770			757.0	1.1	0.316	0.909			1.0						
Akinyinka2000	outputs	17166	plasma	caffeine	tmax	h	2770			758.0	1.3	0.379	0.9229999999999999			1.2						
Akinyinka2000	outputs	17167	plasma	caffeine	auc_inf	mg*h/l	2770			757.0	55.6	7.59	0.43200000000000005			24.0						
Akinyinka2000	outputs	17168	plasma	caffeine	auc_inf	mg*h/l	2770			758.0	74.7	12.6	0.531			39.7						
