study	pk	interventions	tissue	time_unit	time	substance_name	unit	pktype	figure	auc_end	group_pk	mean	kel	se	cv	individual_pk	value	sd	median	max	min
Perera2011	2074	3104	plasma	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	caffeine	µg/ml	concentration	/media/data/Perera2011_Fig1.png	18.49725	869.0	['0.00e+00', '1.73e+00', '1.94e+00', '1.87e+00', '1.76e+00', '1.42e+00', '1.10e+00', '8.70e-01', '7.00e-01', '1.65e-01']	0.10803517686447983	['0.00e+00', '2.04e-01', '2.09e-01', '1.98e-01', '2.04e-01', '2.17e-01', '2.04e-01', '2.01e-01', '1.93e-01', '2.14e-01']	[None, '6.45e-01', '5.90e-01', '5.80e-01', '6.32e-01', '8.37e-01', '1.02e+00', '1.27e+00', '1.51e+00', '7.10e+00']			['0.00e+00', '1.11e+00', '1.14e+00', '1.09e+00', '1.11e+00', '1.19e+00', '1.11e+00', '1.10e+00', '1.06e+00', '1.17e+00']			
Perera2011	2075	3104	plasma	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	paraxanthine	µg/ml	concentration	/media/data/Perera2011_Fig1.png	14.280750000000001	869.0	['4.07e-01', '5.46e-01', '6.16e-01', '6.60e-01', '6.96e-01', '7.86e-01', '7.88e-01', '7.65e-01', '6.92e-01', '3.12e-01']	0.05369812765987485	['5.15e-02', '5.93e-02', '5.93e-02', '5.68e-02', '4.64e-02', '5.93e-02', '4.13e-02', '4.64e-02', '5.93e-02', '4.13e-02']	['6.93e-01', '5.95e-01', '5.28e-01', '4.71e-01', '3.65e-01', '4.13e-01', '2.87e-01', '3.32e-01', '4.70e-01', '7.24e-01']			['2.82e-01', '3.25e-01', '3.25e-01', '3.11e-01', '2.54e-01', '3.25e-01', '2.26e-01', '2.54e-01', '3.25e-01', '2.26e-01']			
Perera2011	2076	3104	plasma	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	paraxanthine/caffeine	-	ratio	/media/data/Perera2011_Fig1.png		869.0	[None, '3.16e-01', '3.18e-01', '3.52e-01', '3.95e-01', '5.54e-01', '7.18e-01', '8.79e-01', '9.89e-01', '1.89e+00']		[None, '5.06e-02', '4.58e-02', '4.80e-02', '5.26e-02', '9.44e-02', '1.38e-01', '2.10e-01', '2.86e-01', '2.47e+00']	[None, '8.77e-01', '7.89e-01', '7.47e-01', '7.29e-01', '9.33e-01', '1.06e+00', '1.31e+00', '1.58e+00', '7.15e+00']			[None, '2.77e-01', '2.51e-01', '2.63e-01', '2.88e-01', '5.17e-01', '7.58e-01', '1.15e+00', '1.57e+00', '1.35e+01']			
Jeppesen1996	1939	3046	plasma	h	['5.00e-01', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '1.40e+01', '2.40e+01']	caffeine	µg/ml	concentration	/media/data/Jeppesen1996_Fig2.png	29.2925	834.0	['2.83e+00', '2.88e+00', '3.56e+00', '4.23e+00', '2.97e+00', '2.73e+00', '2.09e+00', '1.35e+00', '8.30e-01', '5.80e-01', '2.60e-01']	0.12741710709338716								
Jeppesen1996	1940	3046	plasma	h	['5.00e-01', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '1.40e+01', '2.40e+01']	paraxanthine	µg/ml	concentration	/media/data/Jeppesen1996_Fig2.png		834.0	['3.80e-01', '8.70e-01', '9.50e-01', None, '1.03e+00', None, '1.18e+00', '1.09e+00', '9.10e-01', '7.90e-01', '3.40e-01']									
Jeppesen1996	1941	3046	plasma	h	['5.00e-01', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '1.40e+01', '2.40e+01']	theobromine	µg/ml	concentration	/media/data/Jeppesen1996_Fig2.png		834.0	['7.80e-01', '8.80e-01', None, '1.02e+00', None, None, '9.10e-01', '7.50e-01', '6.50e-01', None, '4.30e-01']									
Jeppesen1996	1942	3046	plasma	h	['5.00e-01', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '1.40e+01', '2.40e+01']	theophylline	µg/ml	concentration	/media/data/Jeppesen1996_Fig2.png	2.8200000000000003	834.0	['4.00e-02', '8.00e-02', '1.10e-01', '1.20e-01', '1.40e-01', '1.40e-01', '1.50e-01', '1.40e-01', '1.40e-01', '1.20e-01', '9.00e-02']	0.028468796582465556								
Perera2011	2080	3104	saliva	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	caffeine	µg/ml	concentration	/media/data/Perera2011_Fig1.png	10.8995	870.0	['2.86e-01', '1.49e+00', '1.19e+00', '1.09e+00', '1.05e+00', '8.19e-01', '6.08e-01', '4.77e-01', '3.90e-01', '1.00e-01']	0.11085904427273605	['1.91e-01', '1.60e-01', '1.58e-01', '1.65e-01', '1.58e-01', '1.51e-01', '1.55e-01', '1.67e-01', '1.44e-01', '1.55e-01']	['3.65e+00', '5.90e-01', '7.26e-01', '8.27e-01', '8.19e-01', '1.01e+00', '1.40e+00', '1.92e+00', '2.02e+00', '8.50e+00']			['1.04e+00', '8.76e-01', '8.63e-01', '9.02e-01', '8.63e-01', '8.25e-01', '8.51e-01', '9.15e-01', '7.86e-01', '8.50e-01']			
Perera2011	2081	3104	saliva	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	paraxanthine	µg/ml	concentration	/media/data/Perera2011_Fig1.png	7.266750000000001	870.0	['6.30e-02', '1.83e-01', '2.30e-01', '2.61e-01', '2.96e-01', '3.81e-01', '4.20e-01', '4.20e-01', '3.64e-01', '1.70e-01']	0.05283636801722239	['4.00e-02', '4.47e-02', '3.76e-02', '4.00e-02', '4.24e-02', '4.00e-02', '3.52e-02', '4.47e-02', '4.47e-02', '5.17e-02']	['3.48e+00', '1.34e+00', '8.96e-01', '8.39e-01', '7.84e-01', '5.75e-01', '4.60e-01', '5.83e-01', '6.73e-01', '1.66e+00']			['2.19e-01', '2.45e-01', '2.06e-01', '2.19e-01', '2.32e-01', '2.19e-01', '1.93e-01', '2.45e-01', '2.45e-01', '2.83e-01']			
Perera2011	2082	3104	saliva	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	paraxanthine/caffeine	-	ratio	/media/data/Perera2011_Fig1.png	24.188000000000002	870.0	['2.19e-01', '1.23e-01', '1.94e-01', '2.39e-01', '2.81e-01', '4.66e-01', '6.90e-01', '8.82e-01', '9.34e-01', '1.71e+00']		['2.02e-01', '3.29e-02', '4.07e-02', '5.15e-02', '5.82e-02', '9.86e-02', '1.86e-01', '3.23e-01', '3.62e-01', '2.71e+00']	['5.05e+00', '1.46e+00', '1.15e+00', '1.18e+00', '1.14e+00', '1.16e+00', '1.47e+00', '2.01e+00', '2.12e+00', '8.69e+00']			['1.11e+00', '1.80e-01', '2.23e-01', '2.82e-01', '3.19e-01', '5.40e-01', '1.02e+00', '1.77e+00', '1.98e+00', '1.48e+01']			
Kaplan1997	1955	3056	plasma	h	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00']	caffeine	µg/ml	concentration	/media/data/Kaplan1997_Fig1.png	28.36	841.0	['1.73e+00', '6.64e+00', '6.25e+00', '5.85e+00', '5.44e+00', '5.14e+00', '4.63e+00', '4.19e+00', '3.48e+00', '2.96e+00', '2.44e+00', '1.88e+00']	0.1709870833923843								
Kaplan1997	1956	3056	plasma	h	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00']	paraxanthine	µg/ml	concentration	/media/data/Kaplan1997_Fig1.png	9.82	841.0	['1.00e-01', '6.70e-01', '7.60e-01', '9.20e-01', '1.10e+00', '1.16e+00', '1.26e+00', '1.30e+00', '1.43e+00', '1.48e+00', '1.42e+00', '1.33e+00']	0.035209322253496544								
Kaplan1997	1957	3056	plasma	h	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00']	theobromine	µg/ml	concentration	/media/data/Kaplan1997_Fig1.png	2.7837500000000004	841.0	['1.90e-01', '2.50e-01', '2.70e-01', '3.00e-01', '3.10e-01', '2.60e-01', '3.30e-01', '3.30e-01', '3.70e-01', '4.10e-01', '4.00e-01', '4.40e-01']									
Kaplan1997	1958	3056	plasma	h	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00']	theophylline	µg/ml	concentration	/media/data/Kaplan1997_Fig1.png		841.0	[None, None, None, None, '1.20e-01', '1.30e-01', '1.40e-01', '1.40e-01', '1.50e-01', '1.60e-01', '1.60e-01', '1.70e-01']									
Kaplan1997	1963	3058	plasma	h	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00']	caffeine	µg/ml	concentration	/media/data/Kaplan1997_Fig1.png	64.71875	841.0	['9.12e+00', '1.65e+01', '1.43e+01', '1.38e+01', '1.20e+01', '1.04e+01', '9.81e+00', '9.58e+00', '7.78e+00', '6.48e+00', '5.80e+00', '4.42e+00']	0.1693718237738356								
Kaplan1997	1964	3058	plasma	h	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00']	paraxanthine	µg/ml	concentration	/media/data/Kaplan1997_Fig1.png	17.73	841.0	['3.80e-01', '9.80e-01', '1.01e+00', '1.32e+00', '1.62e+00', '1.84e+00', '2.07e+00', '2.32e+00', '2.60e+00', '2.70e+00', '2.77e+00', '2.73e+00']	0.00727285550118939								
Kaplan1997	1965	3058	plasma	h	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00']	theobromine	µg/ml	concentration	/media/data/Kaplan1997_Fig1.png	4.43625	841.0	['2.90e-01', '3.40e-01', '3.20e-01', '3.80e-01', '4.60e-01', '5.00e-01', '5.20e-01', '5.50e-01', '6.00e-01', '6.60e-01', '6.60e-01', '6.90e-01']									
Kaplan1997	1966	3058	plasma	h	['2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00']	theophylline	µg/ml	concentration	/media/data/Kaplan1997_Fig1.png		841.0	[None, None, '1.20e-01', '1.40e-01', '1.70e-01', '1.90e-01', '2.10e-01', '2.30e-01', '2.50e-01', '2.80e-01', '2.70e-01', '2.90e-01']									
Perera2011	2086	3104	saliva	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	caffeine	µg/ml	concentration	/media/data/Perera2011_Fig1.png	13.62625	869.0	['6.00e-03', '1.71e+00', '1.59e+00', '1.40e+00', '1.29e+00', '9.89e-01', '7.89e-01', '6.39e-01', '4.96e-01', '1.23e-01']	0.1107563874525192	['1.62e-01', '1.79e-01', '1.83e-01', '1.84e-01', '1.79e-01', '1.77e-01', '1.74e-01', '1.69e-01', '1.91e-01', '1.79e-01']	['1.48e+02', '5.72e-01', '6.31e-01', '7.20e-01', '7.60e-01', '9.78e-01', '1.21e+00', '1.45e+00', '2.10e+00', '7.97e+00']			['8.89e-01', '9.79e-01', '1.00e+00', '1.01e+00', '9.79e-01', '9.67e-01', '9.54e-01', '9.28e-01', '1.04e+00', '9.80e-01']			
Perera2011	2087	3104	saliva	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	paraxanthine	µg/ml	concentration	/media/data/Perera2011_Fig1.png	10.4335	869.0	['2.32e-01', '3.71e-01', '4.30e-01', '4.75e-01', '4.94e-01', '5.72e-01', '5.56e-01', '5.61e-01', '5.34e-01', '2.10e-01']	0.05345818523333696	['4.47e-02', '4.47e-02', '4.45e-02', '4.95e-02', '5.19e-02', '4.47e-02', '3.29e-02', '3.52e-02', '3.76e-02', '4.47e-02']	['1.06e+00', '6.60e-01', '5.67e-01', '5.71e-01', '5.75e-01', '4.28e-01', '3.24e-01', '3.44e-01', '3.86e-01', '1.17e+00']			['2.45e-01', '2.45e-01', '2.44e-01', '2.71e-01', '2.84e-01', '2.45e-01', '1.80e-01', '1.93e-01', '2.06e-01', '2.45e-01']			
Perera2011	2088	3104	saliva	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	paraxanthine/caffeine	-	ratio	/media/data/Perera2011_Fig1.png		869.0	[None, '2.17e-01', '2.70e-01', '3.40e-01', '3.83e-01', '5.79e-01', '7.05e-01', '8.78e-01', '1.08e+00', '1.71e+00']		[None, '3.45e-02', '4.18e-02', '5.70e-02', '6.66e-02', '1.13e-01', '1.61e-01', '2.39e-01', '4.20e-01', '2.51e+00']	[None, '8.71e-01', '8.48e-01', '9.18e-01', '9.53e-01', '1.07e+00', '1.25e+00', '1.49e+00', '2.14e+00', '8.04e+00']			[None, '1.89e-01', '2.29e-01', '3.12e-01', '3.65e-01', '6.18e-01', '8.82e-01', '1.31e+00', '2.30e+00', '1.37e+01']			
Perera2011	2090	3104	plasma	h	['0.00e+00', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']	paraxanthine/caffeine	-	ratio	/media/data/Perera2011_Fig2.png	6.88045	870.0	['2.78e+00', '2.01e-01', '2.62e-01', '4.53e-01', '6.83e-01', '8.15e-01', '9.96e-01']	-0.03831125461349891								
Felig1969	2707	3244	plasma	h	['0.00e+00', '1.67e-02', '5.00e-02', '8.33e-02', '1.67e-01', '3.33e-01', '5.00e-01', '6.67e-01', '8.33e-01', '1.00e+00', '1.50e+00', '2.00e+00']	glucose	mg/100ml	concentration	/media/data/Felig1969_Fig1.png	240.06216666666666	929.0	['7.03e+01', '3.07e+02', '2.82e+02', '2.66e+02', '2.34e+02', '1.90e+02', '1.56e+02', '1.32e+02', '1.08e+02', '9.70e+01', '6.69e+01', '5.70e+01']	0.8833264210509735	['6.27e+00', '1.88e+01', '1.53e+01', '1.46e+01', '1.53e+01', '1.81e+01', '1.25e+01', '7.66e+00', '9.74e+00', '1.18e+01', '6.96e+00', '6.26e+00']	['2.82e-01', '1.94e-01', '1.72e-01', '1.74e-01', '2.07e-01', '3.01e-01', '2.55e-01', '1.84e-01', '2.85e-01', '3.86e-01', '3.29e-01', '3.47e-01']						
Felig1969	2708	3244	plasma	h	['0.00e+00', '1.67e-02', '5.00e-02', '8.33e-02', '1.67e-01', '3.33e-01', '5.00e-01', '6.67e-01', '8.33e-01', '1.00e+00', '1.50e+00', '2.00e+00']	glucose	mg/100ml	concentration	/media/data/Felig1969_Fig1.png	272.706	930.0	['7.79e+01', '3.00e+02', '2.89e+02', '2.53e+02', '2.43e+02', '2.18e+02', '1.72e+02', '1.57e+02', '1.33e+02', '1.19e+02', '8.02e+01', '6.68e+01']	0.7796358159108718	['5.57e+00', '3.06e+01', '1.60e+01', '1.60e+01', '2.58e+01', '1.53e+01', '1.39e+01', '1.32e+01', '7.65e+00', '1.04e+01', '6.26e+00', '6.26e+00']	['2.26e-01', '3.23e-01', '1.75e-01', '2.00e-01', '3.35e-01', '2.22e-01', '2.55e-01', '2.66e-01', '1.82e-01', '2.77e-01', '2.47e-01', '2.97e-01']						
Felig1969	2709	3244	plasma	h	['0.00e+00', '1.67e-02', '5.00e-02', '8.33e-02', '1.67e-01', '3.33e-01', '5.00e-01', '6.67e-01', '8.33e-01', '1.00e+00', '1.50e+00', '2.00e+00']	insulin	µU/ml	concentration	/media/data/Felig1969_Fig1.png	70.03408333333333	929.0	['1.59e+01', '7.87e+01', '6.55e+01', '5.54e+01', '5.23e+01', '4.60e+01', '4.50e+01', '4.39e+01', '4.28e+01', '3.59e+01', '2.12e+01', '1.52e+01']	0.717084383498051	['4.16e+00', '1.42e+01', '1.14e+01', '9.02e+00', '9.71e+00', '6.93e+00', '8.32e+00', '7.63e+00', '9.36e+00', '4.16e+00', '5.55e+00', '3.12e+00']	['8.25e-01', '5.72e-01', '5.52e-01', '5.15e-01', '5.87e-01', '4.76e-01', '5.85e-01', '5.50e-01', '6.91e-01', '3.67e-01', '8.27e-01', '6.48e-01']						
Felig1969	2710	3244	plasma	h	['0.00e+00', '1.67e-02', '5.00e-02', '8.33e-02', '1.67e-01', '3.33e-01', '5.00e-01', '6.67e-01', '8.33e-01', '1.00e+00', '1.50e+00', '2.00e+00']	insulin	µU/ml	concentration	/media/data/Felig1969_Fig1.png	224.6089166666667	930.0	['3.67e+01', '1.74e+02', '1.69e+02', '1.73e+02', '1.75e+02', '1.64e+02', '1.60e+02', '1.57e+02', '1.35e+02', '1.20e+02', '6.32e+01', '3.26e+01']	0.9323420063385651	['6.94e+00', '3.54e+01', '3.26e+01', '4.85e+01', '4.92e+01', '4.96e+01', '4.30e+01', '4.30e+01', '3.43e+01', '3.19e+01', '1.66e+01', '6.59e+00']	['5.97e-01', '6.43e-01', '6.09e-01', '8.89e-01', '8.90e-01', '9.56e-01', '8.49e-01', '8.68e-01', '8.04e-01', '8.40e-01', '8.33e-01', '6.40e-01']						
Ferrannini1979	2713	3246	plasma	h	['0.00e+00', '1.67e-02', '3.33e-02', '5.00e-02', '6.67e-02', '8.33e-02', '1.00e-01', '1.17e-01', '1.33e-01', '1.50e-01', '1.67e-01', '1.83e-01', '2.00e-01', '2.17e-01', '2.33e-01', '2.50e-01', '2.83e-01', '3.33e-01', '4.17e-01', '5.00e-01', '6.33e-01', '9.17e-01', '1.25e+00', '1.50e+00']	glucose	mg/100ml	concentration	/media/data/Ferrannini1979_Fig1.png	203.96574999999999	931.0	['7.27e+01', '2.27e+02', '2.61e+02', '2.53e+02', '2.48e+02', '2.43e+02', '2.33e+02', '2.24e+02', '2.16e+02', '2.16e+02', '2.16e+02', '2.09e+02', '1.97e+02', '1.90e+02', '1.91e+02', '1.87e+02', '1.72e+02', '1.80e+02', '1.60e+02', '1.42e+02', '1.27e+02', '1.14e+02', '9.25e+01', '8.11e+01']	0.7990080810449288	[None, '1.85e+01', '1.26e+01', '7.55e+00', '8.39e+00', '1.09e+01', '1.01e+01', '5.04e+00', '5.03e+00', '5.88e+00', '5.87e+00', '4.19e+00', '5.87e+00', '8.39e+00', '9.23e+00', '9.23e+00', '4.19e+00', '9.23e+00', '7.55e+00', '9.23e+00', '6.71e+00', '5.03e+00', '5.03e+00', '4.20e+00']	[None, '3.35e-01', '1.99e-01', '1.23e-01', '1.40e-01', '1.85e-01', '1.78e-01', '9.30e-02', '9.60e-02', '1.12e-01', '1.12e-01', '8.26e-02', '1.23e-01', '1.82e-01', '1.99e-01', '2.03e-01', '1.00e-01', '2.12e-01', '1.94e-01', '2.67e-01', '2.18e-01', '1.82e-01', '2.24e-01', '2.14e-01']						
Ferrannini1979	2714	3246	plasma	h	['0.00e+00', '1.67e-02', '3.33e-02', '5.00e-02', '6.67e-02', '8.33e-02', '1.00e-01', '1.17e-01', '1.33e-01', '1.50e-01', '1.67e-01', '1.83e-01', '2.00e-01', '2.17e-01', '2.33e-01', '2.50e-01', '2.83e-01', '3.33e-01', '4.17e-01', '5.00e-01', '6.33e-01', '9.17e-01', '1.25e+00', '1.50e+00']	insulin	µU/ml	concentration	/media/data/Ferrannini1979_Fig1.png	30.338083333333334	931.0	['5.63e+00', '3.51e+01', '5.54e+01', '6.35e+01', '5.74e+01', '5.68e+01', '4.51e+01', '4.49e+01', '4.32e+01', '4.26e+01', '4.05e+01', '3.71e+01', '3.59e+01', '3.48e+01', '3.69e+01', '3.42e+01', '3.12e+01', '3.00e+01', '2.39e+01', '2.01e+01', '1.69e+01', '1.50e+01', '8.63e+00', '6.47e+00']	1.477010805948254	[None, None, '6.27e+00', '6.48e+00', '6.06e+00', '7.52e+00', '5.43e+00', '5.43e+00', '4.60e+00', '6.06e+00', '4.60e+00', '5.01e+00', '4.81e+00', '3.34e+00', '6.27e+00', '4.18e+00', '4.39e+00', '3.34e+00', '2.92e+00', '2.30e+00', '1.25e+00', '1.67e+00', '8.40e-01', '6.30e-01']	[None, None, '4.67e-01', '4.21e-01', '4.35e-01', '5.46e-01', '4.97e-01', '4.99e-01', '4.39e-01', '5.87e-01', '4.69e-01', '5.56e-01', '5.53e-01', '3.95e-01', '7.00e-01', '5.04e-01', '5.79e-01', '4.59e-01', '5.04e-01', '4.71e-01', '3.04e-01', '4.59e-01', '4.01e-01', '4.01e-01']						
