	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	time	time_unit	cv	sd	min	max	median	name	route	value_intervention	unit_intervention	substance_name_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	('study', '')	('subject_pk', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('sex', 'choice')	('sex', 'count')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'unit')	('abstinence', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('overnight fast', 'unit')	('overnight fast', 'value')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'min')	('fasted', 'unit')	('fasted', 'value')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'unit')	('alcohol abstinence', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('HbA1c', 'count')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('HbA1c', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'mean')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'se')	('obesity index', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'se')	('body surface area', 'unit')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('medication type', 'choice')	('medication type', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
65	thalf	h	plasma	648	caffeine			518.0	3.3	0.38			0.39	1.3				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
66	auc_inf	mg*h/l	plasma	648	caffeine			518.0	22.6	2.83			0.43	9.8				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
67	tmax	h	plasma	648	caffeine			518.0	0.7	0.09			0.43	0.3				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
68	cmax	µg/ml	plasma	648	caffeine			518.0	3.9	0.2			0.18	0.7				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
69	clearance	ml/min/kg	plasma	648	caffeine			518.0	2.7666666666666666	0.32716666666666666			0.41	1.1333333333333333				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
70	clearance	ml/min/kg	plasma	648	caffeine			518.0	2.65	0.2935			0.38	1.0166666666666666				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
71	clearance	ml/min/kg	plasma	648	caffeine			518.0	2.8	0.4378333333333333			0.54	1.5166666666666666				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
72	clearance	ml/min/kg	plasma	648	caffeine			518.0	2.3833333333333333	0.2598333333333333			0.38	0.9				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
73	clearance	ml/min/kg	plasma	648	caffeine			518.0	2.8333333333333335	0.3993333333333333			0.49	1.3833333333333333				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
74	clearance	ml/min/kg	plasma	648	caffeine			518.0	2.9	0.3511666666666667			0.42	1.2166666666666666				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
75	clearance	ml/min/kg	plasma	648	caffeine			518.0	2.6166666666666667	0.2886666666666667			0.38	1.0				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
76	clearance	ml/min/kg	plasma	648	caffeine			518.0	2.4833333333333334	0.32716666666666666			0.46	1.1333333333333333				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
77	thalf	h	plasma	648	paraxanthine			518.0	3.0	0.35			0.4	1.2				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
78	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	16.0	1.5			0.32	5.2				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
79	tmax	h	plasma	648	paraxanthine			518.0	5.7	0.55			0.33	1.89				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
80	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.17	0.06			0.19	0.22				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
81	thalf	h	plasma	648	paraxanthine			518.0	2.8	0.38			0.46	1.3				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
82	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	23.8	2.6			0.38	9.0				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
83	tmax	h	plasma	648	paraxanthine			518.0	4.7	0.61			0.45	2.1				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
84	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.56	0.13			0.29	0.45				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
85	thalf	h	plasma	648	paraxanthine			518.0	2.7	0.35			0.44	1.2				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
86	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	22.0	1.93			0.3	6.7				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
87	tmax	h	plasma	648	paraxanthine			518.0	4.8	0.64			0.46	2.2				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
88	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.6	0.09			0.2	0.32				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
89	thalf	h	plasma	648	paraxanthine			518.0	2.6	0.4			0.54	1.4				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
90	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	26.6	2.17			0.28	7.5				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
91	tmax	h	plasma	648	paraxanthine			518.0	5.7	0.84			0.51	2.9				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
92	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.57	0.1			0.21	0.33				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
93	thalf	h	plasma	648	paraxanthine			518.0	3.0	0.29			0.33	1.0				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
94	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	18.5	2.25			0.42	7.8				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
95	tmax	h	plasma	648	paraxanthine			518.0	5.3	0.84			0.55	2.9				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
96	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.15	0.05			0.17	0.19				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
97	thalf	h	plasma	648	paraxanthine			518.0	2.6	0.26			0.35	0.9				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
98	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	20.2	2.4			0.41	8.3				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
99	tmax	h	plasma	648	paraxanthine			518.0	4.3	0.4			0.33	1.4				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
100	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.38	0.1			0.25	0.35				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
101	thalf	h	plasma	648	paraxanthine			518.0	2.6	0.35			0.46	1.2				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
102	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	22.7	2.45			0.37	8.5				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
103	tmax	h	plasma	648	paraxanthine			518.0	5.5	0.75			0.47	2.6				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
104	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.57	0.08			0.17	0.27				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
105	thalf	h	plasma	648	paraxanthine			518.0	3.1	0.4			0.45	1.4				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
106	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	21.9	1.67			0.26	5.8				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
107	tmax	h	plasma	648	paraxanthine			518.0	5.3	0.75			0.49	2.6				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
108	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.57	0.09			0.19	0.3				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
109	thalf	h	plasma	648	paraxanthine			518.0	2.7	0.32			0.41	1.1				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
110	auc_inf	mg*h/l	plasma	648	paraxanthine			518.0	22.6	2.83			0.43	9.8				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
111	tmax	h	plasma	648	paraxanthine			518.0	5.15	0.45			0.3	1.55				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
112	cmax	µg/ml	plasma	648	paraxanthine			518.0	1.23	0.06			0.18	0.22				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
113	thalf	h	plasma	648	caffeine			518.0	2.9	0.2			0.24	0.7				D_CAF	oral	230.0	mg	caffeine	h	0.0							Harder1988	518	S1	homo sapiens	12	Y	12.0	12.0		40.0			20.0			yr		M	12																								N	12		12																																																																																																																																							
