study	pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	auc_end	group_pk	mean	kel	se	individual_pk	value	sd	cv	median	max	min
Ammon2002	1836	756	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	82.27999999999999	554.0	[0.3, 12.77, 18.18, 16.82, 15.01, 10.49, 8.52, 7.01, 6.09, 5.01, 2.71, 2.06, 1.56, 1.66, 1.17, 0.38]	0.09634377173417623	[None, 3.55936440955404, 4.73138545600898, 3.51606313936482, 2.7770547948021, 1.78112558045, 1.56173247815794, 1.47512993777949, 1.21532231664416, 1.0854185060765, 0.565803263805833, 0.389711431702997, None, None, None, None]			[None, 12.33, 16.39, 12.18, 9.62, 6.17, 5.41, 5.11, 4.21, 3.76, 1.96, 1.35, None, None, None, None]	[None, 0.965544244322631, 0.901540154015402, 0.724137931034483, 0.640906062624917, 0.588179218303146, 0.634976525821596, 0.728958630527818, 0.691297208538588, 0.750499001996008, 0.723247232472325, 0.655339805825243, None, None, None, None]			
Calbet2002	2071	777	plasma	min	[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0]	FFA	concentration	µmol/l	/media/data/Calbet2002_Fig1.png	65929.7	580.0	[415.67, 264.93, 141.55, 116.64, 258.55, 360.8, 463.06, 563.95, 569.12, 700.1]		[13.69, 79.32, 24.62, 23.26, 64.26, 87.52, 110.78, 61.54, 31.46, 51.97]							
Calbet2002	2071	778	plasma	min	[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0]	FFA	concentration	µmol/l	/media/data/Calbet2002_Fig1.png	65929.7	580.0	[415.67, 264.93, 141.55, 116.64, 258.55, 360.8, 463.06, 563.95, 569.12, 700.1]		[13.69, 79.32, 24.62, 23.26, 64.26, 87.52, 110.78, 61.54, 31.46, 51.97]							
Ammon2002	1838	754	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	87.19049999999999	554.0	[0.45, 13.23, 17.88, 17.28, 18.32, 11.09, 8.97, 7.91, 6.09, 5.01, 3.01, 1.91, 1.56, 1.35, 1.32, 0.83]	0.06880474748339281	[None, 4.08186640317065, 4.29837275411676, 3.8624733008786, 4.60148164544132, 2.30074082272066, 1.73782431026077, 1.38852739740105, 1.25862358683338, 0.912213425319609, 0.565803263805833, 0.346410161513775, 0.21650635094611, 0.259807621135332, 0.259807621135332, None]			[None, 14.14, 14.89, 13.38, 15.94, 7.97, 6.02, 4.81, 4.36, 3.16, 1.96, 1.2, 0.75, 0.9, 0.9, None]	[None, 1.06878306878307, 0.832774049217002, 0.774305555555556, 0.870087336244541, 0.718665464382326, 0.671125975473801, 0.608091024020228, 0.715927750410509, 0.630738522954092, 0.651162790697674, 0.628272251308901, 0.480769230769231, 0.666666666666667, 0.681818181818182, None]			
Ammon2002	1838	755	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	87.19049999999999	554.0	[0.45, 13.23, 17.88, 17.28, 18.32, 11.09, 8.97, 7.91, 6.09, 5.01, 3.01, 1.91, 1.56, 1.35, 1.32, 0.83]	0.06880474748339281	[None, 4.08186640317065, 4.29837275411676, 3.8624733008786, 4.60148164544132, 2.30074082272066, 1.73782431026077, 1.38852739740105, 1.25862358683338, 0.912213425319609, 0.565803263805833, 0.346410161513775, 0.21650635094611, 0.259807621135332, 0.259807621135332, None]			[None, 14.14, 14.89, 13.38, 15.94, 7.97, 6.02, 4.81, 4.36, 3.16, 1.96, 1.2, 0.75, 0.9, 0.9, None]	[None, 1.06878306878307, 0.832774049217002, 0.774305555555556, 0.870087336244541, 0.718665464382326, 0.671125975473801, 0.608091024020228, 0.715927750410509, 0.630738522954092, 0.651162790697674, 0.628272251308901, 0.480769230769231, 0.666666666666667, 0.681818181818182, None]			
Calbet2002	2072	777	plasma	min	[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0]	insulin	concentration	pmol/l	/media/data/Calbet2002_Fig1.png	30428.899999999998	580.0	[79.26, 615.02, 296.08, 150.81, 106.75, 73.63, 71.96, 74.38, 64.5, 57.37]	0.010024633769188633	[16.4, 102.56, 58.81, 30.09, 19.15, 19.14, 6.85, 15.04, 16.4, 13.68]							
Calbet2002	2072	779	plasma	min	[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0]	insulin	concentration	pmol/l	/media/data/Calbet2002_Fig1.png	30428.899999999998	580.0	[79.26, 615.02, 296.08, 150.81, 106.75, 73.63, 71.96, 74.38, 64.5, 57.37]	0.010024633769188633	[16.4, 102.56, 58.81, 30.09, 19.15, 19.14, 6.85, 15.04, 16.4, 13.68]							
Calbet2002	2073	777	plasma	min	[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0]	glucagon	concentration	pmol/l	/media/data/Calbet2002_Fig1.png	2991.4	580.0	[14.46, 15.84, 16.35, 18.99, 20.16, 18.21, 15.65, 14.26, 15.39, 14.98]	0.002036314002181303	[0.71, 1.54, 1.78, 2.31, 2.4, 1.51, 1.48, 0.65, 1.08, 1.82]							
Calbet2002	2073	780	plasma	min	[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0]	glucagon	concentration	pmol/l	/media/data/Calbet2002_Fig1.png	2991.4	580.0	[14.46, 15.84, 16.35, 18.99, 20.16, 18.21, 15.65, 14.26, 15.39, 14.98]	0.002036314002181303	[0.71, 1.54, 1.78, 2.31, 2.4, 1.51, 1.48, 0.65, 1.08, 1.82]							
Firth1986	2149	787	plasma	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0, 360.0, 420.0]	glucose	concentration	mg/dl	/media/data/Firth1986_Fig1.png	92525.675	596.0	[188.92, 186.34, 184.99, 183.62, 212.64, 231.92, 252.42, 260.73, 263.94, 258.62, 241.92, 203.28, 169.52, 147.92, 131.23]	0.0024045054345649113	[12.18, 13.39, 14.59, 13.38, 9.76, 14.62, 10.97, 14.62, 17.07, 15.85, 14.64, 15.84, 14.61, 12.2, 13.41]							
Ammon2002	1840	754	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-3-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	1954.231	554.0	[3.73, 29.98, 141.76, 202.75, 237.47, 238.24, 222.12, 197.51, 180.46, 144.42, 100.57, 68.01, 46.71, 40.43, 26.81, 10.4]	0.08558973831335527	[None, 6.7838656629781, 34.1877961900637, 43.9450157393684, 46.6643355072515, 42.5940161094646, 41.240129728215, 35.2674411934483, 31.4742499248724, 23.6020790044719, 17.363809345878, 11.9396035668415, 8.41199342209285, 7.32657491601635, 5.15862465520931, None]			[None, 23.5, 118.43, 152.23, 161.65, 147.55, 142.86, 122.17, 109.03, 81.76, 60.15, 41.36, 29.14, 25.38, 17.87, None]	[None, 0.783855903935957, 0.835426072234763, 0.750826140567201, 0.680717564323915, 0.619333445265279, 0.643165856293895, 0.618550959445091, 0.604178211237947, 0.566126575266584, 0.598090881972755, 0.608145860902808, 0.62384928280882, 0.627751669552313, 0.666542334949646, None]			
Ammon2002	1840	756	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-3-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	1954.231	554.0	[3.73, 29.98, 141.76, 202.75, 237.47, 238.24, 222.12, 197.51, 180.46, 144.42, 100.57, 68.01, 46.71, 40.43, 26.81, 10.4]	0.08558973831335527	[None, 6.7838656629781, 34.1877961900637, 43.9450157393684, 46.6643355072515, 42.5940161094646, 41.240129728215, 35.2674411934483, 31.4742499248724, 23.6020790044719, 17.363809345878, 11.9396035668415, 8.41199342209285, 7.32657491601635, 5.15862465520931, None]			[None, 23.5, 118.43, 152.23, 161.65, 147.55, 142.86, 122.17, 109.03, 81.76, 60.15, 41.36, 29.14, 25.38, 17.87, None]	[None, 0.783855903935957, 0.835426072234763, 0.750826140567201, 0.680717564323915, 0.619333445265279, 0.643165856293895, 0.618550959445091, 0.604178211237947, 0.566126575266584, 0.598090881972755, 0.608145860902808, 0.62384928280882, 0.627751669552313, 0.666542334949646, None]			
Benowitz1995	1667	610	plasma	h	[0.0, 30.0, 40.0, 60.0, 75.0, 90.0, 120.0, 180.0]	paraxanthine/caffeine	ratio	-	/media/data/Benowitz1995_Fig1.png		486.0	[None, 0.06, 0.07, 0.07, 0.1, 0.14, 0.15, 0.22]	-0.008961977855722008	[None, 0.00755928946018454, 0.00377964473009227, 0.00755928946018454, 0.00755928946018454, 0.00755928946018454, 0.0151185789203691, 0.0226778683805536]			[None, 0.02, 0.01, 0.02, 0.02, 0.02, 0.04, 0.06]	[None, 0.333333333333333, 0.142857142857143, 0.285714285714286, 0.2, 0.142857142857143, 0.266666666666667, 0.272727272727273]			
Ammon2002	1842	754	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-3-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	2065.937	554.0	[5.63, 41.26, 148.33, 219.69, 255.32, 248.58, 227.75, 210.66, 187.02, 156.65, 107.15, 72.7, 51.4, 39.5, 27.76, 14.15]	0.08301213666095017	[None, 14.9245044585518, 34.7305054431019, 51.0060095315575, 50.7375416563843, 45.581803752521, 41.2430164795609, 35.007633572313, 31.4742499248724, 25.2330935149326, 18.1778732254354, 11.3940075624573, 7.59792954253548, 6.78675241432405, 4.34456077565193, None]			[None, 51.7, 120.31, 176.69, 175.76, 157.9, 142.87, 121.27, 109.03, 87.41, 62.97, 39.47, 26.32, 23.51, 15.05, None]	[None, 1.25302956858943, 0.811096878581541, 0.80426965269243, 0.688391038696538, 0.635207981333977, 0.627310647639956, 0.575666951485806, 0.582985776922254, 0.557995531439515, 0.587680821278581, 0.542916093535076, 0.512062256809339, 0.595189873417722, 0.542146974063401, None]			
Ammon2002	1842	755	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-3-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	2065.937	554.0	[5.63, 41.26, 148.33, 219.69, 255.32, 248.58, 227.75, 210.66, 187.02, 156.65, 107.15, 72.7, 51.4, 39.5, 27.76, 14.15]	0.08301213666095017	[None, 14.9245044585518, 34.7305054431019, 51.0060095315575, 50.7375416563843, 45.581803752521, 41.2430164795609, 35.007633572313, 31.4742499248724, 25.2330935149326, 18.1778732254354, 11.3940075624573, 7.59792954253548, 6.78675241432405, 4.34456077565193, None]			[None, 51.7, 120.31, 176.69, 175.76, 157.9, 142.87, 121.27, 109.03, 87.41, 62.97, 39.47, 26.32, 23.51, 15.05, None]	[None, 1.25302956858943, 0.811096878581541, 0.80426965269243, 0.688391038696538, 0.635207981333977, 0.627310647639956, 0.575666951485806, 0.582985776922254, 0.557995531439515, 0.587680821278581, 0.542916093535076, 0.512062256809339, 0.595189873417722, 0.542146974063401, None]			
Ammon2002	1844	754	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-6-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	364.6089999999999	554.0	[1.13, 2.82, 22.15, 39.2, 54.27, 61.9, 56.17, 49.86, 42.98, 32.64, 20.5, 11.2, 8.45, 5.42, 3.56, 0.58]	0.12557335544396106	[None, 0.739008344562721, 5.83412447016117, 9.77742680872631, 10.9292405957596, 11.0908986711327, 10.0228006731319, 8.70932881072551, 7.6412308127247, 5.42420577903653, 3.61421268512706, 2.21991178503411, 1.56173247815794, 1.06809799800081, 0.984382208968312, None]			[None, 2.56, 20.21, 33.87, 37.86, 38.42, 34.72, 30.17, 26.47, 18.79, 12.52, 7.69, 5.41, 3.7, 3.41, None]	[None, 0.907801418439716, 0.912415349887133, 0.864030612244898, 0.697622996130459, 0.620678513731826, 0.618123553498309, 0.605094263939029, 0.615867845509539, 0.575674019607843, 0.610731707317073, 0.686607142857143, 0.640236686390533, 0.682656826568266, 0.957865168539326, None]			
Ammon2002	1844	756	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-6-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	364.6089999999999	554.0	[1.13, 2.82, 22.15, 39.2, 54.27, 61.9, 56.17, 49.86, 42.98, 32.64, 20.5, 11.2, 8.45, 5.42, 3.56, 0.58]	0.12557335544396106	[None, 0.739008344562721, 5.83412447016117, 9.77742680872631, 10.9292405957596, 11.0908986711327, 10.0228006731319, 8.70932881072551, 7.6412308127247, 5.42420577903653, 3.61421268512706, 2.21991178503411, 1.56173247815794, 1.06809799800081, 0.984382208968312, None]			[None, 2.56, 20.21, 33.87, 37.86, 38.42, 34.72, 30.17, 26.47, 18.79, 12.52, 7.69, 5.41, 3.7, 3.41, None]	[None, 0.907801418439716, 0.912415349887133, 0.864030612244898, 0.697622996130459, 0.620678513731826, 0.618123553498309, 0.605094263939029, 0.615867845509539, 0.575674019607843, 0.610731707317073, 0.686607142857143, 0.640236686390533, 0.682656826568266, 0.957865168539326, None]			
Ammon2002	1846	754	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-6-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	425.74199999999996	554.0	[2.27, 4.52, 22.72, 46.89, 59.96, 65.89, 61.58, 52.71, 46.97, 36.35, 22.49, 13.76, 8.74, 6.84, 4.71, 2.0]	0.09677983642998865	[None, 1.06809799800081, 5.50503481672308, 11.3391592868843, 12.9817208027287, 12.8200627273556, 10.7646957690406, 9.61288198200727, 7.80288888809779, 5.75040868112867, 3.94330233856514, 1.89082213159602, 1.14892703568736, 0.98726896031426, 1.06809799800081, None]			[None, 3.7, 19.07, 39.28, 44.97, 44.41, 37.29, 33.3, 27.03, 19.92, 13.66, 6.55, 3.98, 3.42, 3.7, None]	[None, 0.81858407079646, 0.839348591549296, 0.837705267647686, 0.75, 0.674002124753377, 0.605553751217928, 0.631758679567444, 0.575473706621248, 0.548005502063274, 0.60738105824811, 0.476017441860465, 0.455377574370709, 0.5, 0.785562632696391, None]			
Ammon2002	1846	755	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-6-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	425.74199999999996	554.0	[2.27, 4.52, 22.72, 46.89, 59.96, 65.89, 61.58, 52.71, 46.97, 36.35, 22.49, 13.76, 8.74, 6.84, 4.71, 2.0]	0.09677983642998865	[None, 1.06809799800081, 5.50503481672308, 11.3391592868843, 12.9817208027287, 12.8200627273556, 10.7646957690406, 9.61288198200727, 7.80288888809779, 5.75040868112867, 3.94330233856514, 1.89082213159602, 1.14892703568736, 0.98726896031426, 1.06809799800081, None]			[None, 3.7, 19.07, 39.28, 44.97, 44.41, 37.29, 33.3, 27.03, 19.92, 13.66, 6.55, 3.98, 3.42, 3.7, None]	[None, 0.81858407079646, 0.839348591549296, 0.837705267647686, 0.75, 0.674002124753377, 0.605553751217928, 0.631758679567444, 0.575473706621248, 0.548005502063274, 0.60738105824811, 0.476017441860465, 0.455377574370709, 0.5, 0.785562632696391, None]			
Loetsch2006	1953	771	plasma	h	[0.1, 0.3, 0.5, 1.0, 1.3, 1.8, 2.2, 2.7, 3.1, 3.6, 4.1, 4.5, 4.9]	normorphine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	85.665			0.048399056558121496		2080.0	[3.0, 6.1, 11.5, 21.2, 25.5, 15.8, 21.8, 20.0, 15.8, 24.2, 15.8, 14.5, 17.0]					
Loetsch2006	1954	771	plasma	h	[0.0, 0.2, 0.4, 0.9, 1.3, 1.8, 2.2, 2.7, 3.1, 3.6, 4.0, 4.5, 4.9]	normorphine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	529.23			0.10226352890207148		2081.0	[6.1, 13.5, 53.9, 113.9, 162.9, 137.8, 116.9, 118.2, 108.4, 111.4, 111.4, 107.8, 85.7]					
Loetsch2006	1955	771	plasma	h	[0.0, 0.2, 0.5, 0.9, 1.4, 1.8, 2.2, 2.7, 3.2, 3.6, 4.1, 4.6, 5.0]	normorphine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	633.7199999999999			0.2165464271018932		2082.0	[5.8, 18.4, 119.4, 232.4, 210.1, 145.7, 128.8, 122.7, 123.3, 111.2, 96.1, 90.0, 79.8]					
Loetsch2006	1956	772	plasma	h	[0.3, 0.5, 0.8, 1.3, 1.7, 2.2, 2.7, 3.2, 3.7, 4.1, 4.6, 5.2, 5.5]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2072.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1957	772	plasma	h	[0.1, 0.3, 0.7, 1.1, 1.5, 2.0, 2.6, 3.0, 3.5, 4.0, 4.4, 4.9, 5.2]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2073.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1958	772	plasma	h	[0.1, 0.3, 0.6, 1.1, 1.6, 2.1, 2.5, 3.0, 3.5, 4.0, 4.6, 5.0, 5.4]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2074.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1959	772	plasma	h	[0.1, 0.3, 0.7, 1.1, 1.5, 2.0, 2.6, 3.0, 3.5, 4.0, 4.4, 4.9, 5.2]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2075.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1960	772	plasma	h	[0.1, 0.3, 0.7, 1.1, 1.5, 2.0, 2.6, 3.0, 3.5, 4.0, 4.4, 4.9, 5.2]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2076.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1961	772	plasma	h	[0.1, 0.4, 0.6, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 3.9, 4.4, 4.8, 5.3]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2077.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1962	772	plasma	h	[0.2, 0.5, 0.9, 1.2, 1.4, 1.9, 2.4, 2.8, 3.3, 3.7, 4.2, 4.6, 5.0]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2078.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1963	772	plasma	h	[0.3, 0.7, 1.1, 1.6, 1.9, 2.4, 2.9, 3.4, 3.8, 4.2, 4.5, 5.0]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2079.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1964	772	plasma	h	[0.1, 0.6, 0.9, 1.4, 1.9, 2.3, 2.8, 3.2, 3.6, 4.1, 4.4, 4.9]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2080.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1965	772	plasma	h	[0.0, 0.2, 0.4, 0.9, 1.3, 1.8, 2.2, 2.7, 3.1, 3.6, 4.0, 4.5, 4.9]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2081.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1966	772	plasma	h	[0.0, 0.2, 0.5, 0.9, 1.4, 1.8, 2.2, 2.7, 3.2, 3.6, 4.1, 4.6, 5.0]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2082.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1967	772	plasma	h	[0.3, 0.5, 0.8, 1.3, 1.7, 2.2, 2.7, 3.2, 3.7, 4.1, 4.6, 5.2, 5.5]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2072.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1968	772	plasma	h	[0.1, 0.3, 0.7, 1.1, 1.5, 2.0, 2.6, 3.0, 3.5, 4.0, 4.4, 4.9, 5.2]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2073.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1974	772	plasma	h	[0.3, 0.7, 1.1, 1.6, 1.9, 2.4, 2.9, 3.4, 3.8, 4.2, 4.5, 5.0]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2079.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1969	772	plasma	h	[0.1, 0.3, 0.6, 1.1, 1.6, 2.1, 2.5, 3.0, 3.5, 4.0, 4.6, 5.0, 5.4]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2074.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1975	772	plasma	h	[0.1, 0.6, 0.9, 1.4, 1.9, 2.3, 2.8, 3.2, 3.6, 4.1, 4.4, 4.9]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2080.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1976	772	plasma	h	[0.0, 0.2, 0.4, 0.9, 1.3, 1.8, 2.2, 2.7, 3.1, 3.6, 4.0, 4.5, 4.9]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2081.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1970	772	plasma	h	[0.1, 0.3, 0.7, 1.1, 1.5, 2.0, 2.6, 3.0, 3.5, 4.0, 4.4, 4.9, 5.2]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2075.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1971	772	plasma	h	[0.1, 0.3, 0.7, 1.1, 1.5, 2.0, 2.6, 3.0, 3.5, 4.0, 4.4, 4.9, 5.2]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2076.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1972	772	plasma	h	[0.1, 0.4, 0.6, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 3.9, 4.4, 4.8, 5.3]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2077.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1973	772	plasma	h	[0.2, 0.5, 0.9, 1.2, 1.4, 1.9, 2.4, 2.8, 3.3, 3.7, 4.2, 4.6, 5.0]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2078.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1977	772	plasma	h	[0.0, 0.2, 0.5, 0.9, 1.4, 1.8, 2.2, 2.7, 3.2, 3.6, 4.1, 4.6, 5.0]	codeine-6-glucuronide	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2082.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1978	772	plasma	h	[0.3, 0.5, 0.8, 1.3, 1.7, 2.2, 2.7, 3.2, 3.7, 4.1, 4.6, 5.2, 5.5]	norcodeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2072.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1979	772	plasma	h	[0.1, 0.3, 0.7, 1.1, 1.5, 2.0, 2.6, 3.0, 3.5, 4.0, 4.4, 4.9, 5.2]	norcodeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2073.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1980	772	plasma	h	[0.1, 0.3, 0.6, 1.1, 1.6, 2.1, 2.5, 3.0, 3.5, 4.0, 4.6, 5.0, 5.4]	norcodeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2074.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
Loetsch2006	1981	772	plasma	h	[0.1, 0.3, 0.7, 1.1, 1.5, 2.0, 2.6, 3.0, 3.5, 4.0, 4.4, 4.9, 5.2]	norcodeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png						2075.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]					
