study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	sd	time_unit	time	max	min	median
Akinyinka2000	4366	cmax	µg/ml	plasma	210	theobromine			94.0	2.40e-01	2.85e-02	3.75e-01	9.00e-02					
Akinyinka2000	4365	cmax	µg/ml	plasma	210	theobromine			93.0	2.00e-01	1.26e-02	2.00e-01	4.00e-02					
Akinyinka2000	4392	clearance	l/h/kg	saliva	210	caffeine			95.0	1.68e-01	2.55e-02	4.29e-01	7.20e-02					
Akinyinka2000	4391	clearance	l/h/kg	plasma	210	caffeine			95.0	1.08e-01	1.48e-02	3.89e-01	4.20e-02					
Akinyinka2000	4390	thalf	h	saliva	210	caffeine			95.0	7.10e+00	1.34e+00	5.35e-01	3.80e+00					
Akinyinka2000	4389	thalf	h	plasma	210	caffeine			95.0	6.00e+00	6.01e-01	2.83e-01	1.70e+00					
Akinyinka2000	4388	auc_inf	mg*h/l	saliva	210	caffeine			95.0	3.55e+01	6.68e+00	5.32e-01	1.89e+01					
Akinyinka2000	4387	auc_inf	mg*h/l	plasma	210	caffeine			95.0	5.19e+01	9.51e+00	5.18e-01	2.69e+01					
Akinyinka2000	4386	tmax	h	saliva	210	caffeine			95.0	1.30e+00	3.54e-01	7.69e-01	1.00e+00					
Akinyinka2000	4385	tmax	h	plasma	210	caffeine			95.0	1.50e+00	6.36e-01	1.20e+00	1.80e+00					
Akinyinka2000	4384	cmax	µg/ml	saliva	210	caffeine			95.0	4.80e+00	2.83e+00	1.67e+00	8.00e+00					
Akinyinka2000	4383	cmax	µg/ml	plasma	210	caffeine			95.0	5.80e+00	1.13e+00	5.52e-01	3.20e+00					
Balogh1995	5390	clearance	l/h	plasma	220	caffeine			108.0	2.80e+00	2.56e-01	2.90e-01	8.10e-01					
Balogh1995	5391	cmax	µg/ml	plasma	220	caffeine			108.0	5.10e+00	2.85e-01	1.76e-01	9.00e-01					
Balogh1995	5392	tmax	h	plasma	220	caffeine			108.0	1.83e+00	2.37e-01	4.10e-01	7.50e-01					
Balogh1995	5393	thalf	h	plasma	220	caffeine			108.0	9.15e+00	8.38e-01	2.90e-01	2.65e+00					
Balogh1995	5394	vd	l	plasma	220	caffeine			108.0	3.44e+01	1.50e+00	1.38e-01	4.73e+00					
Balogh1995	5195	clearance	l/h	plasma	220	caffeine	568.0	2.39e+00										
Balogh1995	5196	clearance	l/h	plasma	220	caffeine	569.0	5.78e+00										
Balogh1995	5197	clearance	l/h	plasma	220	caffeine	570.0	9.00e+00										
Balogh1995	5198	clearance	l/h	plasma	220	caffeine	571.0	5.68e+00										
Balogh1995	5199	clearance	l/h	plasma	220	caffeine	572.0	5.63e+00										
Balogh1995	5200	clearance	l/h	plasma	220	caffeine	573.0	6.06e+00										
Balogh1995	5201	clearance	l/h	plasma	220	caffeine	574.0	4.57e+00										
Balogh1995	5202	clearance	l/h	plasma	220	caffeine	575.0	2.77e+00										
Balogh1995	5203	clearance	l/h	plasma	220	caffeine	576.0	5.36e+00										
Balogh1995	5204	clearance	l/h	plasma	220	caffeine	577.0	5.33e+00										
Balogh1995	5205	clearance	l/h	plasma	220	caffeine	568.0	1.67e+00										
Balogh1995	5206	clearance	l/h	plasma	220	caffeine	569.0	5.17e+00										
Balogh1995	5207	clearance	l/h	plasma	220	caffeine	570.0	5.18e+00										
Balogh1995	5208	clearance	l/h	plasma	220	caffeine	571.0	4.63e+00										
Balogh1995	5209	clearance	l/h	plasma	220	caffeine	572.0	6.24e+00										
Balogh1995	5210	clearance	l/h	plasma	220	caffeine	573.0	5.69e+00										
Balogh1995	5211	clearance	l/h	plasma	220	caffeine	574.0	3.49e+00										
Balogh1995	5212	clearance	l/h	plasma	220	caffeine	575.0	3.37e+00										
Balogh1995	5213	clearance	l/h	plasma	220	caffeine	576.0	5.26e+00										
Balogh1995	5214	clearance	l/h	plasma	220	caffeine	577.0	7.50e+00										
Balogh1995	5215	clearance	l/h	plasma	220	caffeine	568.0	2.26e+00										
Balogh1995	5216	clearance	l/h	plasma	220	caffeine	569.0	6.84e+00										
Balogh1995	5217	clearance	l/h	plasma	220	caffeine	570.0	7.50e+00										
Balogh1995	5218	clearance	l/h	plasma	220	caffeine	571.0	4.43e+00										
Balogh1995	5219	clearance	l/h	plasma	220	caffeine	572.0	5.56e+00										
Balogh1995	5220	clearance	l/h	plasma	220	caffeine	573.0	5.93e+00										
Balogh1995	5221	clearance	l/h	plasma	220	caffeine	574.0	4.30e+00										
Balogh1995	5222	clearance	l/h	plasma	220	caffeine	575.0	2.24e+00										
Balogh1995	5223	clearance	l/h	plasma	220	caffeine	576.0	5.20e+00										
Balogh1995	5224	clearance	l/h	plasma	220	caffeine	577.0	6.60e+00										
Balogh1995	5225	clearance	l/h	plasma	220	caffeine	568.0	3.13e+00										
Balogh1995	5226	clearance	l/h	plasma	220	caffeine	569.0	4.77e+00										
Balogh1995	5227	clearance	l/h	plasma	220	caffeine	570.0	7.86e+00										
Balogh1995	5228	clearance	l/h	plasma	220	caffeine	571.0	4.41e+00										
Balogh1995	5229	clearance	l/h	plasma	220	caffeine	572.0	4.71e+00										
Balogh1995	5230	clearance	l/h	plasma	220	caffeine	573.0	5.39e+00										
Balogh1995	5231	clearance	l/h	plasma	220	caffeine	574.0	2.66e+00										
Balogh1995	5232	clearance	l/h	plasma	220	caffeine	575.0	2.29e+00										
Balogh1995	5233	clearance	l/h	plasma	220	caffeine	576.0	6.42e+00										
Balogh1995	5234	clearance	l/h	plasma	220	caffeine	577.0	5.56e+00										
Balogh1995	5235	clearance	l/h	plasma	220	caffeine	578.0	6.60e+00										
Balogh1995	5236	clearance	l/h	plasma	220	caffeine	579.0	9.00e+00										
Balogh1995	5237	clearance	l/h	plasma	220	caffeine	580.0	4.76e+00										
Balogh1995	5238	clearance	l/h	plasma	220	caffeine	581.0	7.20e+00										
Balogh1995	5239	clearance	l/h	plasma	220	caffeine	582.0	6.24e+00										
Balogh1995	5240	clearance	l/h	plasma	220	caffeine	583.0	7.32e+00										
Balogh1995	5241	clearance	l/h	plasma	220	caffeine	584.0	4.90e+00										
Balogh1995	5242	clearance	l/h	plasma	220	caffeine	585.0	6.72e+00										
Balogh1995	5243	clearance	l/h	plasma	220	caffeine	586.0	5.08e+00										
Balogh1995	5244	clearance	l/h	plasma	220	caffeine	587.0	6.18e+00										
Balogh1995	5245	clearance	l/h	plasma	220	caffeine	578.0	6.60e+00										
Balogh1995	5246	clearance	l/h	plasma	220	caffeine	579.0	8.22e+00										
Balogh1995	5247	clearance	l/h	plasma	220	caffeine	580.0	5.28e+00										
Balogh1995	5248	clearance	l/h	plasma	220	caffeine	581.0	3.48e+00										
Balogh1995	5249	clearance	l/h	plasma	220	caffeine	582.0	4.93e+00										
Balogh1995	5250	clearance	l/h	plasma	220	caffeine	583.0	8.28e+00										
Balogh1995	5251	clearance	l/h	plasma	220	caffeine	584.0	3.62e+00										
Balogh1995	5252	clearance	l/h	plasma	220	caffeine	585.0	1.08e+01										
Balogh1995	5253	clearance	l/h	plasma	220	caffeine	586.0	4.24e+00										
Balogh1995	5254	clearance	l/h	plasma	220	caffeine	587.0	4.49e+00										
Balogh1995	5255	clearance	l/h	plasma	220	caffeine	578.0	5.92e+00										
Balogh1995	5256	clearance	l/h	plasma	220	caffeine	579.0	7.26e+00										
Balogh1995	5257	clearance	l/h	plasma	220	caffeine	580.0	4.23e+00										
Balogh1995	5258	clearance	l/h	plasma	220	caffeine	581.0	5.96e+00										
Balogh1995	5259	clearance	l/h	plasma	220	caffeine	582.0	6.90e+00										
Balogh1995	5260	clearance	l/h	plasma	220	caffeine	583.0	8.28e+00										
Balogh1995	5261	clearance	l/h	plasma	220	caffeine	584.0	3.71e+00										
Balogh1995	5262	clearance	l/h	plasma	220	caffeine	585.0	6.54e+00										
Balogh1995	5263	clearance	l/h	plasma	220	caffeine	586.0	4.70e+00										
Balogh1995	5264	clearance	l/h	plasma	220	caffeine	587.0	4.69e+00										
Balogh1995	5265	clearance	l/h	plasma	220	caffeine	578.0	6.54e+00										
Balogh1995	5266	clearance	l/h	plasma	220	caffeine	579.0	7.14e+00										
Balogh1995	5267	clearance	l/h	plasma	220	caffeine	580.0	3.96e+00										
Balogh1995	5268	clearance	l/h	plasma	220	caffeine	581.0	5.63e+00										
Balogh1995	5269	clearance	l/h	plasma	220	caffeine	582.0	4.30e+00										
Balogh1995	5270	clearance	l/h	plasma	220	caffeine	583.0	1.44e+00										
Balogh1995	5271	clearance	l/h	plasma	220	caffeine	584.0	4.38e+00										
Balogh1995	5272	clearance	l/h	plasma	220	caffeine	585.0	7.20e+00										
Balogh1995	5273	clearance	l/h	plasma	220	caffeine	586.0	4.90e+00										
Balogh1995	5274	clearance	l/h	plasma	220	caffeine	587.0	3.92e+00										
Balogh1995	5275	clearance	l/h	plasma	220	caffeine	588.0	1.69e+00										
Balogh1995	5276	clearance	l/h	plasma	220	caffeine	589.0	1.94e+00										
Balogh1995	5277	clearance	l/h	plasma	220	caffeine	590.0	3.07e+00										
Balogh1995	5278	clearance	l/h	plasma	220	caffeine	591.0	1.93e+00										
Balogh1995	5279	clearance	l/h	plasma	220	caffeine	592.0	2.63e+00										
Balogh1995	5280	clearance	l/h	plasma	220	caffeine	593.0	2.50e+00										
Balogh1995	5281	clearance	l/h	plasma	220	caffeine	594.0	1.99e+00										
Balogh1995	5282	clearance	l/h	plasma	220	caffeine	595.0	1.18e+00										
Balogh1995	5283	clearance	l/h	plasma	220	caffeine	596.0	2.96e+00										
Balogh1995	5284	clearance	l/h	plasma	220	caffeine	597.0	3.05e+00										
Balogh1995	5285	clearance	l/h	plasma	220	caffeine	598.0	3.19e+00										
Balogh1995	5286	clearance	l/h	plasma	220	caffeine	599.0	4.07e+00										
Balogh1995	5287	clearance	l/h	plasma	220	caffeine	600.0	2.00e+00										
Balogh1995	5288	clearance	l/h	plasma	220	caffeine	601.0	2.47e+00										
Balogh1995	5289	clearance	l/h	plasma	220	caffeine	602.0	2.30e+00										
Balogh1995	5290	clearance	l/h	plasma	220	caffeine	603.0	3.97e+00										
Balogh1995	5291	clearance	l/h	plasma	220	caffeine	604.0	1.96e+00										
Balogh1995	5292	clearance	l/h	plasma	220	caffeine	605.0	3.46e+00										
Balogh1995	5293	clearance	l/h	plasma	220	caffeine	606.0	2.44e+00										
Balogh1995	5294	clearance	l/h	plasma	220	caffeine	607.0	2.08e+00										
Balogh1995	5335	clearance	l/h	plasma	220	caffeine			106.0	5.26e+00	5.79e-01	3.48e-01	1.83e+00					
Balogh1995	5336	clearance	l/h	plasma	220	caffeine			106.0	4.82e+00	5.20e-01	3.41e-01	1.64e+00					
Balogh1995	5337	clearance	l/h	plasma	220	caffeine			106.0	5.09e+00	5.71e-01	3.55e-01	1.81e+00					
Balogh1995	5338	clearance	l/h	plasma	220	caffeine			106.0	4.72e+00	5.45e-01	3.65e-01	1.72e+00					
Balogh1995	5339	clearance	l/h	plasma	220	caffeine			109.0	6.42e+00	4.08e-01	2.01e-01	1.29e+00					
Balogh1995	5340	clearance	l/h	plasma	220	caffeine			109.0	5.99e+00	7.65e-01	4.03e-01	2.42e+00					
Balogh1995	5341	clearance	l/h	plasma	220	caffeine			109.0	5.82e+00	4.63e-01	2.52e-01	1.46e+00					
Balogh1995	5342	clearance	l/h	plasma	220	caffeine			109.0	5.54e+00	4.52e-01	2.58e-01	1.43e+00					
Balogh1995	5343	cmax	µg/ml	plasma	220	caffeine			106.0	4.97e+00	2.78e-01	1.77e-01	8.80e-01					
Balogh1995	5344	cmax	µg/ml	plasma	220	caffeine			106.0	5.23e+00	3.10e-01	1.87e-01	9.80e-01					
Balogh1995	5345	cmax	µg/ml	plasma	220	caffeine			106.0	5.15e+00	3.07e-01	1.88e-01	9.70e-01					
Balogh1995	5346	cmax	µg/ml	plasma	220	caffeine			106.0	5.55e+00	3.95e-01	2.25e-01	1.25e+00					
Balogh1995	5347	cmax	µg/ml	plasma	220	caffeine			109.0	4.28e+00	3.13e-01	2.31e-01	9.90e-01					
Balogh1995	5348	cmax	µg/ml	plasma	220	caffeine			109.0	4.86e+00	3.73e-01	2.43e-01	1.18e+00					
Balogh1995	5349	cmax	µg/ml	plasma	220	caffeine			109.0	4.89e+00	3.00e-01	1.94e-01	9.50e-01					
Balogh1995	5350	cmax	µg/ml	plasma	220	caffeine			109.0	4.79e+00	2.75e-01	1.82e-01	8.70e-01					
Balogh1995	5351	tmax	h	plasma	220	caffeine			106.0	1.96e+00	2.06e-01	3.32e-01	6.50e-01					
Balogh1995	5352	tmax	h	plasma	220	caffeine			106.0	1.89e+00	3.10e-01	5.19e-01	9.80e-01					
Balogh1995	5353	tmax	h	plasma	220	caffeine			106.0	1.82e+00	1.42e-01	2.47e-01	4.50e-01					
Balogh1995	5354	tmax	h	plasma	220	caffeine			106.0	1.75e+00	2.53e-01	4.57e-01	8.00e-01					
Balogh1995	5355	tmax	h	plasma	220	caffeine			109.0	2.23e+00	3.04e-01	4.30e-01	9.60e-01					
Balogh1995	5356	tmax	h	plasma	220	caffeine			109.0	1.66e+00	2.66e-01	5.06e-01	8.40e-01					
Balogh1995	5357	tmax	h	plasma	220	caffeine			109.0	1.58e+00	2.43e-01	4.87e-01	7.70e-01					
Balogh1995	5358	tmax	h	plasma	220	caffeine			109.0	1.79e+00	2.09e-01	3.69e-01	6.60e-01					
Balogh1995	5359	thalf	h	plasma	220	caffeine			106.0	4.44e+00	4.68e-01	3.33e-01	1.48e+00					
Balogh1995	5360	thalf	h	plasma	220	caffeine			106.0	4.82e+00	7.62e-01	5.00e-01	2.41e+00					
Balogh1995	5361	thalf	h	plasma	220	caffeine			106.0	4.66e+00	6.67e-01	4.53e-01	2.11e+00					
Balogh1995	5362	thalf	h	plasma	220	caffeine			106.0	4.70e+00	4.81e-01	3.23e-01	1.52e+00					
Balogh1995	5363	thalf	h	plasma	220	caffeine			109.0	3.32e+00	2.66e-01	2.53e-01	8.40e-01					
Balogh1995	5364	thalf	h	plasma	220	caffeine			109.0	4.15e+00	5.03e-01	3.83e-01	1.59e+00					
Balogh1995	5365	thalf	h	plasma	220	caffeine			109.0	3.96e+00	3.83e-01	3.06e-01	1.21e+00					
Balogh1995	5366	thalf	h	plasma	220	caffeine			109.0	4.19e+00	3.98e-01	3.01e-01	1.26e+00					
Balogh1995	5367	vd	l	plasma	220	caffeine			106.0	3.06e+01	1.18e+00	1.22e-01	3.72e+00					
Balogh1995	5368	vd	l	plasma	220	caffeine			106.0	2.93e+01	1.26e+00	1.37e-01	4.00e+00					
Balogh1995	5369	vd	l	plasma	220	caffeine			106.0	2.98e+01	1.11e+00	1.18e-01	3.52e+00					
Balogh1995	5370	vd	l	plasma	220	caffeine			106.0	2.89e+01	1.20e+00	1.31e-01	3.80e+00					
Balogh1995	5371	vd	l	plasma	220	caffeine			109.0	2.95e+01	1.42e+00	1.53e-01	4.50e+00					
Balogh1995	5372	vd	l	plasma	220	caffeine			109.0	3.17e+01	1.36e+00	1.36e-01	4.30e+00					
Balogh1995	5373	vd	l	plasma	220	caffeine			109.0	3.12e+01	1.23e+00	1.25e-01	3.90e+00					
Balogh1995	5374	vd	l	plasma	220	caffeine			109.0	3.13e+01	8.85e-01	8.95e-02	2.80e+00					
Balogh1995	5380	clearance	l/h	plasma	220	caffeine			105.0	2.33e+00	2.01e-01	2.73e-01	6.36e-01					
Balogh1995	5381	cmax	µg/ml	plasma	220	caffeine			105.0	6.01e+00	1.23e-01	6.49e-02	3.90e-01					
Balogh1995	5382	tmax	h	plasma	220	caffeine			105.0	2.60e+00	3.83e-01	4.65e-01	1.21e+00					
Balogh1995	5383	thalf	h	plasma	220	caffeine			105.0	8.92e+00	9.74e-01	3.45e-01	3.08e+00					
Balogh1995	5384	vd	l	plasma	220	caffeine			105.0	2.78e+01	1.64e+00	1.87e-01	5.20e+00					
Barnet1990	5435	concentration	µg/ml	plasma	228	caffeine	608.0	5.83e+00						h	1.0			
Barnet1990	5436	concentration	µg/ml	plasma	228	caffeine	608.0	5.10e+00						h	2.0			
Barnet1990	5437	concentration	µg/ml	plasma	228	caffeine	608.0	3.58e+00						h	3.0			
Barnet1990	5438	concentration	µg/ml	plasma	228	caffeine	608.0	3.44e+00						h	4.0			
Barnet1990	5439	concentration	µg/ml	plasma	228	caffeine	608.0	1.96e+00						h	6.0			
Barnet1990	5440	concentration	µg/ml	plasma	228	caffeine	608.0	1.33e+00						h	8.0			
Barnet1990	5441	concentration	µg/ml	plasma	228	caffeine	608.0	1.25e+00						h	10.0			
Barnet1990	5442	concentration	µg/ml	plasma	228	caffeine	608.0	7.30e-01						h	12.0			
Barnet1990	5443	concentration	µg/ml	plasma	228	caffeine	608.0							h	14.0			
Barnet1990	5444	concentration	µg/ml	plasma	228	caffeine	608.0							h	24.0			
Barnet1990	5445	concentration	µg/ml	plasma	228	caffeine	609.0	8.29e+00						h	1.0			
Barnet1990	5446	concentration	µg/ml	plasma	228	caffeine	609.0	6.11e+00						h	2.0			
Barnet1990	5447	concentration	µg/ml	plasma	228	caffeine	609.0	4.61e+00						h	3.0			
Barnet1990	5448	concentration	µg/ml	plasma	228	caffeine	609.0	5.01e+00						h	4.0			
Barnet1990	5449	concentration	µg/ml	plasma	228	caffeine	609.0	2.21e+00						h	6.0			
Barnet1990	5450	concentration	µg/ml	plasma	228	caffeine	609.0	1.90e+00						h	8.0			
Barnet1990	5451	concentration	µg/ml	plasma	228	caffeine	609.0	1.28e+00						h	10.0			
Barnet1990	5452	concentration	µg/ml	plasma	228	caffeine	609.0	9.40e-01						h	12.0			
Barnet1990	5453	concentration	µg/ml	plasma	228	caffeine	609.0	7.70e-01						h	14.0			
Barnet1990	5454	concentration	µg/ml	plasma	228	caffeine	609.0							h	24.0			
Barnet1990	5455	concentration	µg/ml	plasma	228	caffeine	610.0	5.31e+00						h	1.0			
Barnet1990	5456	concentration	µg/ml	plasma	228	caffeine	610.0	5.63e+00						h	2.0			
Barnet1990	5457	concentration	µg/ml	plasma	228	caffeine	610.0	3.96e+00						h	3.0			
Barnet1990	5458	concentration	µg/ml	plasma	228	caffeine	610.0	2.06e+00						h	4.0			
Barnet1990	5459	concentration	µg/ml	plasma	228	caffeine	610.0	7.00e-01						h	6.0			
Barnet1990	5460	concentration	µg/ml	plasma	228	caffeine	610.0	1.00e-01						h	8.0			
Barnet1990	5461	concentration	µg/ml	plasma	228	caffeine	610.0							h	10.0			
Barnet1990	5462	concentration	µg/ml	plasma	228	caffeine	610.0							h	12.0			
Barnet1990	5463	concentration	µg/ml	plasma	228	caffeine	610.0							h	14.0			
Barnet1990	5464	concentration	µg/ml	plasma	228	caffeine	610.0							h	24.0			
Barnet1990	5465	concentration	µg/ml	plasma	228	caffeine	612.0	6.38e+00						h	1.0			
Barnet1990	5466	concentration	µg/ml	plasma	228	caffeine	612.0	5.79e+00						h	2.0			
Barnet1990	5467	concentration	µg/ml	plasma	228	caffeine	612.0	3.97e+00						h	3.0			
Barnet1990	5468	concentration	µg/ml	plasma	228	caffeine	612.0	3.60e+00						h	4.0			
Barnet1990	5469	concentration	µg/ml	plasma	228	caffeine	612.0	2.63e+00						h	6.0			
Barnet1990	5470	concentration	µg/ml	plasma	228	caffeine	612.0	1.64e+00						h	8.0			
Barnet1990	5471	concentration	µg/ml	plasma	228	caffeine	612.0	3.80e-01						h	10.0			
Barnet1990	5472	concentration	µg/ml	plasma	228	caffeine	612.0	6.40e-01						h	12.0			
Barnet1990	5473	concentration	µg/ml	plasma	228	caffeine	612.0							h	14.0			
Barnet1990	5474	concentration	µg/ml	plasma	228	caffeine	612.0							h	24.0			
Balogh1992	4879	thalf	h	plasma	218	caffeine	556.0	1.90e+00										
Balogh1992	4880	thalf	h	plasma	218	caffeine	556.0	1.70e+00										
Balogh1992	4881	thalf	h	plasma	218	caffeine	556.0	2.60e+00										
Balogh1992	4882	thalf	h	plasma	218	caffeine	556.0	2.20e+00										
Balogh1992	4883	thalf	h	plasma	218	caffeine	556.0	2.30e+00										
Balogh1992	4884	thalf	h	plasma	218	caffeine	556.0	2.10e+00										
Balogh1992	4885	thalf	h	plasma	218	caffeine	557.0	5.90e+00										
Balogh1992	4886	thalf	h	plasma	218	caffeine	557.0	4.90e+00										
Balogh1992	4887	thalf	h	plasma	218	caffeine	557.0	5.60e+00										
Balogh1992	4888	thalf	h	plasma	218	caffeine	557.0	3.10e+00										
Balogh1992	4889	thalf	h	plasma	218	caffeine	557.0	4.60e+00										
Balogh1992	4890	thalf	h	plasma	218	caffeine	557.0	5.30e+00										
Balogh1992	4891	thalf	h	plasma	218	caffeine	558.0	3.50e+00										
Balogh1992	4892	thalf	h	plasma	218	caffeine	558.0	4.60e+00										
Balogh1992	4893	thalf	h	plasma	218	caffeine	558.0	3.60e+00										
Balogh1992	4894	thalf	h	plasma	218	caffeine	558.0	3.80e+00										
Balogh1992	4895	thalf	h	plasma	218	caffeine	558.0	2.60e+00										
Balogh1992	4896	thalf	h	plasma	218	caffeine	558.0	4.20e+00										
Balogh1992	4897	thalf	h	plasma	218	caffeine	559.0	4.20e+00										
Balogh1992	4898	thalf	h	plasma	218	caffeine	559.0	3.60e+00										
Balogh1992	4899	thalf	h	plasma	218	caffeine	559.0	3.60e+00										
Balogh1992	4900	thalf	h	plasma	218	caffeine	559.0	3.90e+00										
Balogh1992	4901	thalf	h	plasma	218	caffeine	559.0	3.90e+00										
Balogh1992	4902	thalf	h	plasma	218	caffeine	559.0	3.10e+00										
Balogh1992	4903	thalf	h	plasma	218	caffeine	560.0	2.60e+00										
Balogh1992	4904	thalf	h	plasma	218	caffeine	560.0	1.80e+00										
Balogh1992	4905	thalf	h	plasma	218	caffeine	560.0	1.90e+00										
Balogh1992	4906	thalf	h	plasma	218	caffeine	560.0	3.20e+00										
Balogh1992	4907	thalf	h	plasma	218	caffeine	560.0	1.90e+00										
Balogh1992	4908	thalf	h	plasma	218	caffeine	560.0	2.30e+00										
Balogh1992	4909	thalf	h	plasma	218	caffeine	561.0	1.90e+00										
Balogh1992	4910	thalf	h	plasma	218	caffeine	561.0	1.90e+00										
Balogh1992	4911	thalf	h	plasma	218	caffeine	561.0	1.30e+00										
Balogh1992	4912	thalf	h	plasma	218	caffeine	561.0	1.50e+00										
Balogh1992	4913	thalf	h	plasma	218	caffeine	561.0	1.80e+00										
Balogh1992	4914	thalf	h	plasma	218	caffeine	561.0	1.90e+00										
Balogh1992	4915	thalf	h	plasma	218	caffeine	562.0	2.60e+00										
Balogh1992	4916	thalf	h	plasma	218	caffeine	562.0	1.90e+00										
Balogh1992	4917	thalf	h	plasma	218	caffeine	562.0	2.80e+00										
Balogh1992	4918	thalf	h	plasma	218	caffeine	562.0	3.80e+00										
Balogh1992	4919	thalf	h	plasma	218	caffeine	562.0	2.20e+00										
Balogh1992	4920	thalf	h	plasma	218	caffeine	562.0	2.60e+00										
Balogh1992	4921	thalf	h	plasma	218	caffeine	563.0	2.70e+00										
Balogh1992	4922	thalf	h	plasma	218	caffeine	563.0	3.20e+00										
Balogh1992	4923	thalf	h	plasma	218	caffeine	563.0	2.80e+00										
Balogh1992	4924	thalf	h	plasma	218	caffeine	563.0	3.10e+00										
Balogh1992	4925	thalf	h	plasma	218	caffeine	563.0	3.50e+00										
Balogh1992	4926	thalf	h	plasma	218	caffeine	563.0	2.40e+00										
Balogh1992	4927	thalf	h	plasma	218	caffeine	564.0	4.40e+00										
Balogh1992	4928	thalf	h	plasma	218	caffeine	564.0	4.10e+00										
Balogh1992	4929	thalf	h	plasma	218	caffeine	564.0	4.90e+00										
Balogh1992	4930	thalf	h	plasma	218	caffeine	564.0	4.90e+00										
Balogh1992	4931	thalf	h	plasma	218	caffeine	564.0	3.20e+00										
Balogh1992	4932	thalf	h	plasma	218	caffeine	564.0	4.70e+00										
Balogh1992	4933	thalf	h	plasma	218	caffeine	565.0	3.10e+00										
Balogh1992	4934	thalf	h	plasma	218	caffeine	565.0	3.20e+00										
Balogh1992	4935	thalf	h	plasma	218	caffeine	565.0	3.30e+00										
Balogh1992	4936	thalf	h	plasma	218	caffeine	565.0	2.70e+00										
Balogh1992	4937	thalf	h	plasma	218	caffeine	565.0	3.00e+00										
Balogh1992	4938	thalf	h	plasma	218	caffeine	565.0	3.50e+00										
Balogh1992	4939	thalf	h	plasma	218	caffeine	566.0	3.60e+00										
Balogh1992	4940	thalf	h	plasma	218	caffeine	566.0	3.30e+00										
Balogh1992	4941	thalf	h	plasma	218	caffeine	566.0	3.50e+00										
Balogh1992	4942	thalf	h	plasma	218	caffeine	566.0	4.30e+00										
Balogh1992	4943	thalf	h	plasma	218	caffeine	566.0	1.90e+00										
Balogh1992	4944	thalf	h	plasma	218	caffeine	566.0	3.00e+00										
Balogh1992	4945	thalf	h	plasma	218	caffeine	567.0	3.60e+00										
